,hnum,date,flare_type,H_till_flare
100000,6189,2015-12-16 04:00:00,0,-1.0
100001,6189,2015-12-16 05:00:00,0,-1.0
100002,6189,2015-12-16 06:00:00,0,-1.0
100003,6189,2015-12-16 07:00:00,0,-1.0
100004,6189,2015-12-16 08:00:00,0,-1.0
100005,6189,2015-12-16 09:00:00,0,-1.0
100006,6189,2015-12-16 10:00:00,0,-1.0
100007,6189,2015-12-16 11:00:00,0,-1.0
100008,6189,2015-12-16 12:00:00,0,-1.0
100009,6189,2015-12-16 13:00:00,0,-1.0
100010,6189,2015-12-16 14:00:00,0,-1.0
100011,6189,2015-12-16 15:00:00,0,-1.0
100012,6189,2015-12-16 16:00:00,0,-1.0
100013,6189,2015-12-16 17:00:00,0,-1.0
100014,6189,2015-12-16 18:00:00,0,-1.0
100015,6189,2015-12-16 19:00:00,0,-1.0
100016,6189,2015-12-16 20:00:00,0,-1.0
100017,6189,2015-12-16 21:00:00,0,-1.0
100018,6189,2015-12-16 22:00:00,0,-1.0
100019,6189,2015-12-16 23:00:00,0,-1.0
100020,6189,2015-12-17 00:00:00,0,-1.0
100021,6189,2015-12-17 01:00:00,0,-1.0
100022,6189,2015-12-17 02:00:00,0,-1.0
100023,6189,2015-12-17 03:00:00,0,-1.0
100024,6189,2015-12-17 04:00:00,0,-1.0
100025,6189,2015-12-17 05:00:00,0,-1.0
100026,6189,2015-12-17 06:00:00,0,-1.0
100027,6189,2015-12-17 07:00:00,0,-1.0
100028,6189,2015-12-17 08:00:00,0,-1.0
100029,6189,2015-12-17 09:00:00,0,-1.0
100030,6189,2015-12-17 10:00:00,0,-1.0
100031,6189,2015-12-17 11:00:00,0,-1.0
100032,6189,2015-12-17 12:00:00,0,-1.0
100033,6189,2015-12-17 13:00:00,0,-1.0
100034,6189,2015-12-17 14:00:00,0,-1.0
100035,6189,2015-12-17 15:00:00,0,-1.0
100036,6189,2015-12-17 16:00:00,0,-1.0
100037,6189,2015-12-17 17:00:00,0,-1.0
100038,6189,2015-12-17 18:00:00,0,-1.0
100039,6189,2015-12-17 19:00:00,0,-1.0
