,hnum,date,flare_type,H_till_flare
270000,4075,2014-05-04 02:00:00,0,-1.0
270001,4075,2014-05-04 03:00:00,0,-1.0
270002,4075,2014-05-04 04:00:00,0,-1.0
270003,4075,2014-05-04 05:00:00,0,-1.0
270004,4075,2014-05-04 06:00:00,0,-1.0
270005,4075,2014-05-04 07:00:00,0,-1.0
270006,4075,2014-05-04 08:00:00,0,-1.0
270007,4075,2014-05-04 09:00:00,0,-1.0
270008,4075,2014-05-04 10:00:00,0,-1.0
270009,4075,2014-05-04 11:00:00,0,-1.0
270010,4075,2014-05-04 12:00:00,0,-1.0
270011,4075,2014-05-04 13:00:00,0,-1.0
270012,4075,2014-05-04 14:00:00,0,-1.0
270013,4075,2014-05-04 15:00:00,0,-1.0
270014,4075,2014-05-04 16:00:00,0,-1.0
270015,4075,2014-05-04 17:00:00,0,-1.0
270016,4075,2014-05-04 18:00:00,0,-1.0
270017,4075,2014-05-04 19:00:00,0,-1.0
270018,4075,2014-05-04 20:00:00,0,-1.0
270019,4075,2014-05-04 21:00:00,0,-1.0
270020,4075,2014-05-04 22:00:00,0,-1.0
270021,4075,2014-05-04 23:00:00,0,-1.0
270022,4075,2014-05-05 00:00:00,0,-1.0
270023,4075,2014-05-05 01:00:00,0,-1.0
270024,4075,2014-05-05 02:00:00,0,-1.0
270025,4075,2014-05-05 03:00:00,0,-1.0
270026,4075,2014-05-05 04:00:00,0,-1.0
270027,4075,2014-05-05 05:00:00,0,-1.0
270028,4075,2014-05-05 06:00:00,0,-1.0
270029,4075,2014-05-05 07:00:00,0,-1.0
270030,4075,2014-05-05 08:00:00,0,-1.0
270031,4075,2014-05-05 09:00:00,0,-1.0
270032,4075,2014-05-05 10:00:00,0,-1.0
270033,4075,2014-05-05 11:00:00,0,-1.0
270034,4075,2014-05-05 12:00:00,0,-1.0
270035,4075,2014-05-05 13:00:00,0,-1.0
270036,4075,2014-05-05 14:00:00,0,-1.0
270037,4075,2014-05-05 15:00:00,0,-1.0
270038,4075,2014-05-05 16:00:00,0,-1.0
270039,4075,2014-05-05 17:00:00,0,-1.0
270040,4075,2014-05-05 18:00:00,0,-1.0
270041,4075,2014-05-05 19:00:00,0,-1.0
270042,4075,2014-05-05 20:00:00,0,-1.0
270043,4075,2014-05-05 21:00:00,0,-1.0
270044,4075,2014-05-05 22:00:00,0,-1.0
270045,4075,2014-05-05 23:00:00,0,-1.0
270046,4075,2014-05-06 00:00:00,0,-1.0
270047,4075,2014-05-06 01:00:00,0,-1.0
270048,4075,2014-05-06 02:00:00,0,-1.0
270049,4075,2014-05-06 03:00:00,0,-1.0
270050,4075,2014-05-06 04:00:00,0,-1.0
270051,4075,2014-05-06 05:00:00,0,-1.0
270052,4075,2014-05-06 06:00:00,0,-1.0
270053,4075,2014-05-06 07:00:00,0,-1.0
270054,4075,2014-05-06 08:00:00,0,-1.0
270055,4075,2014-05-06 09:00:00,0,-1.0
270056,4075,2014-05-06 10:00:00,0,-1.0
270057,4075,2014-05-06 11:00:00,0,-1.0
270058,4075,2014-05-06 12:00:00,0,-1.0
270059,4075,2014-05-06 13:00:00,0,-1.0
270060,4075,2014-05-06 14:00:00,0,-1.0
270061,4075,2014-05-06 15:00:00,0,-1.0
270062,4075,2014-05-06 16:00:00,0,-1.0
270063,4075,2014-05-06 17:00:00,0,-1.0
270064,4075,2014-05-06 18:00:00,0,-1.0
270065,4075,2014-05-06 19:00:00,0,-1.0
270066,4075,2014-05-06 20:00:00,0,-1.0
270067,4075,2014-05-06 21:00:00,0,-1.0
270068,4075,2014-05-06 22:00:00,0,-1.0
270069,4075,2014-05-06 23:00:00,0,-1.0
270070,4075,2014-05-07 00:00:00,0,-1.0
270071,4075,2014-05-07 01:00:00,0,-1.0
270072,4075,2014-05-07 02:00:00,0,-1.0
270073,4075,2014-05-07 03:00:00,0,-1.0
270074,4075,2014-05-07 04:00:00,0,-1.0
270075,4075,2014-05-07 05:00:00,0,-1.0
270076,4075,2014-05-07 06:00:00,0,-1.0
270077,4075,2014-05-07 07:00:00,0,-1.0
270078,4075,2014-05-07 08:00:00,0,-1.0
270079,4075,2014-05-07 09:00:00,0,-1.0
270080,4075,2014-05-07 10:00:00,0,-1.0
270081,4075,2014-05-07 11:00:00,0,-1.0
270082,4075,2014-05-07 12:00:00,0,-1.0
270083,4075,2014-05-07 13:00:00,0,-1.0
270084,4075,2014-05-07 14:00:00,0,-1.0
270085,4075,2014-05-07 15:00:00,0,-1.0
270086,4075,2014-05-07 16:00:00,0,-1.0
270087,4075,2014-05-07 17:00:00,0,-1.0
270088,4075,2014-05-07 18:00:00,0,-1.0
270089,4075,2014-05-07 19:00:00,0,-1.0
270090,4075,2014-05-07 20:00:00,0,-1.0
270091,4075,2014-05-07 21:00:00,0,-1.0
270092,4075,2014-05-07 22:00:00,0,-1.0
270093,4075,2014-05-07 23:00:00,0,-1.0
270094,4075,2014-05-08 00:00:00,0,-1.0
270095,4075,2014-05-08 01:00:00,0,-1.0
270096,4075,2014-05-08 02:00:00,0,-1.0
270097,4075,2014-05-08 03:00:00,0,-1.0
270098,2504,2013-02-24 17:00:00,0,-1.0
270099,2504,2013-02-24 18:00:00,0,-1.0
270100,2504,2013-02-24 19:00:00,0,-1.0
270101,2504,2013-02-24 20:00:00,0,-1.0
270102,2504,2013-02-24 21:00:00,0,-1.0
270103,2504,2013-02-24 22:00:00,0,-1.0
270104,2504,2013-02-24 23:00:00,0,-1.0
270105,2504,2013-02-25 00:00:00,0,-1.0
270106,2504,2013-02-25 01:00:00,0,-1.0
270107,2504,2013-02-25 02:00:00,0,-1.0
270108,2504,2013-02-25 03:00:00,0,-1.0
270109,2504,2013-02-25 04:00:00,0,-1.0
270110,2504,2013-02-25 05:00:00,0,-1.0
270111,2504,2013-02-25 06:00:00,0,-1.0
270112,2504,2013-02-25 07:00:00,0,-1.0
270113,2504,2013-02-25 08:00:00,0,-1.0
270114,2504,2013-02-25 09:00:00,0,-1.0
270115,2504,2013-02-25 10:00:00,0,-1.0
270116,2504,2013-02-25 11:00:00,0,-1.0
270117,2504,2013-02-25 12:00:00,0,-1.0
270118,2504,2013-02-25 13:00:00,0,-1.0
270119,2504,2013-02-25 14:00:00,0,-1.0
270120,2504,2013-02-25 15:00:00,0,-1.0
270121,2504,2013-02-25 16:00:00,0,-1.0
270122,2504,2013-02-25 17:00:00,0,-1.0
270123,2504,2013-02-25 18:00:00,0,-1.0
270124,2504,2013-02-25 19:00:00,0,-1.0
270125,2504,2013-02-25 20:00:00,0,-1.0
270126,2504,2013-02-25 21:00:00,0,-1.0
270127,2504,2013-02-25 22:00:00,0,-1.0
270128,2504,2013-02-25 23:00:00,0,-1.0
270129,2504,2013-02-26 00:00:00,0,-1.0
270130,2504,2013-02-26 01:00:00,0,-1.0
270131,2504,2013-02-26 02:00:00,0,-1.0
270132,2504,2013-02-26 03:00:00,0,-1.0
270133,2504,2013-02-26 04:00:00,0,-1.0
270134,2504,2013-02-26 05:00:00,0,-1.0
270135,2504,2013-02-26 06:00:00,0,-1.0
270136,2504,2013-02-26 07:00:00,0,-1.0
270137,2504,2013-02-26 08:00:00,0,-1.0
270138,2504,2013-02-26 09:00:00,0,-1.0
270139,2504,2013-02-26 10:00:00,0,-1.0
270140,2504,2013-02-26 11:00:00,0,-1.0
270141,2504,2013-02-26 12:00:00,0,-1.0
270142,2504,2013-02-26 13:00:00,0,-1.0
270143,2504,2013-02-26 14:00:00,0,-1.0
270144,2504,2013-02-26 15:00:00,0,-1.0
270145,2504,2013-02-26 16:00:00,0,-1.0
270146,2504,2013-02-26 17:00:00,0,-1.0
270147,2504,2013-02-26 18:00:00,0,-1.0
270148,2504,2013-02-26 19:00:00,0,-1.0
270149,2504,2013-02-26 20:00:00,0,-1.0
270150,2504,2013-02-26 21:00:00,0,-1.0
270151,2504,2013-02-26 22:00:00,0,-1.0
270152,2504,2013-02-26 23:00:00,0,-1.0
270153,2504,2013-02-27 00:00:00,0,-1.0
270154,2504,2013-02-27 01:00:00,0,-1.0
270155,2504,2013-02-27 02:00:00,0,-1.0
270156,2504,2013-02-27 03:00:00,0,-1.0
270157,2504,2013-02-27 04:00:00,0,-1.0
270158,2504,2013-02-27 05:00:00,0,-1.0
270159,2504,2013-02-27 06:00:00,0,-1.0
270160,2504,2013-02-27 07:00:00,0,-1.0
270161,2504,2013-02-27 08:00:00,0,-1.0
270162,2504,2013-02-27 09:00:00,0,-1.0
270163,2504,2013-02-27 10:00:00,0,-1.0
270164,2504,2013-02-27 11:00:00,0,-1.0
270165,2504,2013-02-27 12:00:00,0,-1.0
270166,2504,2013-02-27 13:00:00,0,-1.0
270167,2504,2013-02-27 14:00:00,0,-1.0
270168,2504,2013-02-27 15:00:00,0,-1.0
270169,2504,2013-02-27 16:00:00,0,-1.0
270170,2504,2013-02-27 17:00:00,0,-1.0
270171,2504,2013-02-27 18:00:00,0,-1.0
270172,2504,2013-02-27 20:00:00,0,-1.0
270173,2504,2013-02-27 21:00:00,0,-1.0
270174,2504,2013-02-27 22:00:00,0,-1.0
270175,2504,2013-02-27 23:00:00,0,-1.0
270176,2504,2013-02-28 00:00:00,0,-1.0
270177,2504,2013-02-28 01:00:00,0,-1.0
270178,2504,2013-02-28 02:00:00,0,-1.0
270179,2504,2013-02-28 03:00:00,0,-1.0
270180,2504,2013-02-28 04:00:00,0,-1.0
270181,2504,2013-02-28 05:00:00,0,-1.0
270182,2504,2013-02-28 06:00:00,0,-1.0
270183,2504,2013-02-28 07:00:00,0,-1.0
270184,2504,2013-02-28 08:00:00,0,-1.0
270185,2504,2013-02-28 09:00:00,0,-1.0
270186,2504,2013-02-28 10:00:00,0,-1.0
270187,2504,2013-02-28 11:00:00,0,-1.0
270188,2504,2013-02-28 12:00:00,0,-1.0
270189,2504,2013-02-28 13:00:00,0,-1.0
270190,2504,2013-02-28 14:00:00,0,-1.0
270191,2504,2013-02-28 15:00:00,0,-1.0
270192,2504,2013-02-28 16:00:00,0,-1.0
270193,2504,2013-02-28 17:00:00,0,-1.0
270194,2504,2013-02-28 18:00:00,0,-1.0
270195,2504,2013-02-28 19:00:00,0,-1.0
270196,2504,2013-02-28 20:00:00,0,-1.0
270197,2504,2013-02-28 21:00:00,0,-1.0
270198,2504,2013-02-28 22:00:00,0,-1.0
270199,2504,2013-02-28 23:00:00,0,-1.0
270200,2504,2013-03-01 00:00:00,0,-1.0
270201,2504,2013-03-01 01:00:00,0,-1.0
270202,2504,2013-03-01 02:00:00,0,-1.0
270203,2504,2013-03-01 03:00:00,0,-1.0
270204,2504,2013-03-01 04:00:00,0,-1.0
270205,2504,2013-03-01 05:00:00,0,-1.0
270206,2504,2013-03-01 06:00:00,0,-1.0
270207,2504,2013-03-01 07:00:00,0,-1.0
270208,2504,2013-03-01 08:00:00,0,-1.0
270209,2504,2013-03-01 09:00:00,0,-1.0
270210,2504,2013-03-01 10:00:00,0,-1.0
270211,2504,2013-03-01 11:00:00,0,-1.0
270212,2504,2013-03-01 12:00:00,0,-1.0
270213,2504,2013-03-01 13:00:00,0,-1.0
270214,2504,2013-03-01 14:00:00,0,-1.0
270215,2504,2013-03-01 15:00:00,0,-1.0
270216,2504,2013-03-01 16:00:00,0,-1.0
270217,2504,2013-03-01 17:00:00,0,-1.0
270218,2504,2013-03-01 18:00:00,0,-1.0
270219,2504,2013-03-01 19:00:00,0,-1.0
270220,2504,2013-03-01 20:00:00,0,-1.0
270221,2504,2013-03-01 21:00:00,0,-1.0
270222,2504,2013-03-01 22:00:00,0,-1.0
270223,2504,2013-03-01 23:00:00,0,-1.0
270224,2504,2013-03-02 00:00:00,0,-1.0
270225,2504,2013-03-02 01:00:00,0,-1.0
270226,2504,2013-03-02 02:00:00,0,-1.0
270227,2504,2013-03-02 03:00:00,0,-1.0
270228,2504,2013-03-02 04:00:00,0,-1.0
270229,2504,2013-03-02 05:00:00,0,-1.0
270230,2504,2013-03-02 06:00:00,0,-1.0
270231,2504,2013-03-02 07:00:00,0,-1.0
270232,2504,2013-03-02 08:00:00,0,-1.0
270233,2504,2013-03-02 09:00:00,0,-1.0
270234,2504,2013-03-02 10:00:00,0,-1.0
270235,2504,2013-03-02 11:00:00,0,-1.0
270236,2504,2013-03-02 12:00:00,0,-1.0
270237,2504,2013-03-02 13:00:00,0,-1.0
270238,2504,2013-03-02 14:00:00,0,-1.0
270239,2504,2013-03-02 15:00:00,0,-1.0
270240,2504,2013-03-02 16:00:00,0,-1.0
270241,2504,2013-03-02 17:00:00,0,-1.0
270242,2504,2013-03-02 18:00:00,0,-1.0
270243,2504,2013-03-02 19:00:00,0,-1.0
