,hnum,date,flare_type,H_till_flare
90000,1582,2012-04-25 15:00:00,0,-1.0
90001,1582,2012-04-25 16:00:00,0,-1.0
90002,1582,2012-04-25 17:00:00,0,-1.0
90003,1582,2012-04-25 18:00:00,0,-1.0
90004,1582,2012-04-25 19:00:00,0,-1.0
90005,1582,2012-04-25 20:00:00,0,-1.0
90006,1582,2012-04-25 21:00:00,0,-1.0
90007,1582,2012-04-25 22:00:00,0,-1.0
90008,1582,2012-04-25 23:00:00,0,-1.0
90009,1582,2012-04-26 00:00:00,0,-1.0
90010,1582,2012-04-26 01:00:00,0,-1.0
90011,1582,2012-04-26 02:00:00,0,-1.0
90012,1582,2012-04-26 03:00:00,0,-1.0
90013,1582,2012-04-26 04:00:00,0,-1.0
90014,1582,2012-04-26 06:00:00,0,-1.0
90015,1582,2012-04-26 07:00:00,0,-1.0
90016,1582,2012-04-26 08:00:00,0,-1.0
90017,1582,2012-04-26 09:00:00,0,-1.0
90018,1582,2012-04-26 10:00:00,0,-1.0
90019,1582,2012-04-26 11:00:00,0,-1.0
90020,1582,2012-04-26 12:00:00,0,-1.0
90021,1582,2012-04-26 13:00:00,0,-1.0
90022,1582,2012-04-26 14:00:00,0,-1.0
90023,1582,2012-04-26 16:00:00,0,-1.0
90024,1582,2012-04-26 17:00:00,0,-1.0
90025,1582,2012-04-26 18:00:00,0,-1.0
90026,1582,2012-04-26 19:00:00,0,-1.0
90027,1582,2012-04-26 20:00:00,0,-1.0
90028,1582,2012-04-26 21:00:00,0,-1.0
90029,1582,2012-04-26 22:00:00,0,-1.0
90030,1582,2012-04-27 00:00:00,0,-1.0
90031,1582,2012-04-27 01:00:00,0,-1.0
90032,1582,2012-04-27 02:00:00,0,-1.0
90033,1582,2012-04-27 03:00:00,0,-1.0
90034,1582,2012-04-27 04:00:00,0,-1.0
90035,1582,2012-04-27 05:00:00,0,-1.0
90036,1582,2012-04-27 06:00:00,0,-1.0
90037,1582,2012-04-27 07:00:00,0,-1.0
90038,1582,2012-04-27 08:00:00,0,-1.0
90039,1582,2012-04-27 10:00:00,0,-1.0
90040,1582,2012-04-27 12:00:00,0,-1.0
90041,3258,2013-10-06 05:00:00,1,298.25
90042,3258,2013-10-06 06:00:00,1,297.25
90043,3258,2013-10-06 07:00:00,1,296.25
90044,3258,2013-10-06 08:00:00,1,295.25
