,hnum,date,flare_type,H_till_flare
210000,3901,2014-03-31 10:00:00,0,-1.0
210001,3901,2014-03-31 11:00:00,0,-1.0
210002,3901,2014-03-31 12:00:00,0,-1.0
210003,3901,2014-03-31 13:00:00,0,-1.0
210004,3901,2014-03-31 14:00:00,0,-1.0
210005,3901,2014-03-31 15:00:00,0,-1.0
210006,3901,2014-03-31 16:00:00,0,-1.0
210007,3901,2014-03-31 17:00:00,0,-1.0
210008,3901,2014-03-31 18:00:00,0,-1.0
210009,3901,2014-03-31 19:00:00,0,-1.0
210010,3901,2014-03-31 20:00:00,0,-1.0
210011,3901,2014-03-31 21:00:00,0,-1.0
210012,3901,2014-03-31 22:00:00,0,-1.0
210013,3901,2014-03-31 23:00:00,0,-1.0
210014,3901,2014-04-01 00:00:00,0,-1.0
210015,3901,2014-04-01 01:00:00,0,-1.0
210016,3901,2014-04-01 02:00:00,0,-1.0
210017,3901,2014-04-01 03:00:00,0,-1.0
210018,3901,2014-04-01 04:00:00,0,-1.0
210019,3901,2014-04-01 05:00:00,0,-1.0
210020,3901,2014-04-01 06:00:00,0,-1.0
210021,3901,2014-04-01 07:00:00,0,-1.0
210022,3901,2014-04-01 08:00:00,0,-1.0
210023,3901,2014-04-01 09:00:00,0,-1.0
210024,3901,2014-04-01 10:00:00,0,-1.0
210025,3901,2014-04-01 11:00:00,0,-1.0
210026,3901,2014-04-01 12:00:00,0,-1.0
210027,3901,2014-04-01 13:00:00,0,-1.0
210028,3901,2014-04-01 14:00:00,0,-1.0
210029,3901,2014-04-01 15:00:00,0,-1.0
210030,3901,2014-04-01 16:00:00,0,-1.0
210031,3901,2014-04-01 17:00:00,0,-1.0
210032,3901,2014-04-01 18:00:00,0,-1.0
210033,3901,2014-04-01 19:00:00,0,-1.0
210034,3901,2014-04-01 20:00:00,0,-1.0
210035,3901,2014-04-01 21:00:00,0,-1.0
210036,3901,2014-04-01 22:00:00,0,-1.0
210037,3901,2014-04-01 23:00:00,0,-1.0
210038,3901,2014-04-02 00:00:00,0,-1.0
210039,3901,2014-04-02 01:00:00,0,-1.0
210040,3901,2014-04-02 02:00:00,0,-1.0
210041,3901,2014-04-02 03:00:00,0,-1.0
210042,3901,2014-04-02 04:00:00,0,-1.0
210043,3901,2014-04-02 05:00:00,0,-1.0
210044,3901,2014-04-02 06:00:00,0,-1.0
210045,3901,2014-04-02 07:00:00,0,-1.0
210046,3901,2014-04-02 08:00:00,0,-1.0
