,hnum,date,flare_type,H_till_flare
170000,6483,2016-04-18 00:00:00,2,0.2333333333333333
170001,6483,2016-04-18 01:00:00,1,45.86666666666667
170002,6483,2016-04-18 02:00:00,1,44.86666666666667
170003,6483,2016-04-18 03:00:00,1,43.86666666666667
170004,6483,2016-04-18 04:00:00,1,42.86666666666667
170005,6483,2016-04-18 05:00:00,1,41.86666666666667
170006,6483,2016-04-18 06:00:00,1,40.86666666666667
170007,6483,2016-04-18 07:00:00,1,39.86666666666667
170008,6483,2016-04-18 08:00:00,1,38.86666666666667
170009,6483,2016-04-18 09:00:00,1,37.86666666666667
170010,6483,2016-04-18 10:00:00,1,36.86666666666667
170011,6483,2016-04-18 11:00:00,1,35.86666666666667
170012,6483,2016-04-18 12:00:00,1,34.86666666666667
170013,6483,2016-04-18 13:00:00,1,33.86666666666667
170014,6483,2016-04-18 14:00:00,1,32.86666666666667
170015,6483,2016-04-18 15:00:00,1,31.86666666666667
170016,6483,2016-04-18 16:00:00,1,30.86666666666667
170017,6483,2016-04-18 17:00:00,1,29.86666666666667
170018,6483,2016-04-18 18:00:00,1,28.86666666666667
170019,6483,2016-04-18 19:00:00,1,27.86666666666667
170020,6483,2016-04-18 20:00:00,1,26.86666666666667
170021,6483,2016-04-18 21:00:00,1,25.86666666666667
170022,6483,2016-04-18 22:00:00,1,24.86666666666667
170023,6483,2016-04-18 23:00:00,1,23.86666666666667
170024,6483,2016-04-19 00:00:00,1,22.86666666666667
170025,6483,2016-04-19 01:00:00,1,21.86666666666667
170026,6483,2016-04-19 02:00:00,1,20.866666666666667
170027,6483,2016-04-19 03:00:00,1,19.866666666666667
170028,6483,2016-04-19 04:00:00,1,18.866666666666667
170029,6483,2016-04-19 05:00:00,1,17.866666666666667
170030,6483,2016-04-19 06:00:00,1,16.866666666666667
170031,6483,2016-04-19 07:00:00,1,15.866666666666667
170032,6483,2016-04-19 08:00:00,1,14.866666666666667
170033,6483,2016-04-19 09:00:00,1,13.866666666666667
170034,6483,2016-04-19 10:00:00,1,12.866666666666667
170035,6483,2016-04-19 11:00:00,1,11.866666666666667
170036,6483,2016-04-19 12:00:00,1,10.866666666666667
170037,6483,2016-04-19 13:00:00,1,9.866666666666667
170038,6483,2016-04-19 14:00:00,1,8.866666666666667
170039,6483,2016-04-19 15:00:00,1,7.866666666666666
170040,6483,2016-04-19 16:00:00,1,6.866666666666666
170041,6483,2016-04-19 17:00:00,1,5.866666666666666
170042,6483,2016-04-19 18:00:00,1,4.866666666666666
170043,6483,2016-04-19 20:00:00,1,2.8666666666666667
170044,6483,2016-04-19 21:00:00,1,1.8666666666666667
170045,6483,2016-04-19 22:00:00,1,0.8666666666666667
170046,6483,2016-04-19 23:00:00,0,-1.0
170047,6483,2016-04-20 00:00:00,0,-1.0
170048,6483,2016-04-20 01:00:00,0,-1.0
170049,6483,2016-04-20 02:00:00,0,-1.0
170050,6483,2016-04-20 03:00:00,0,-1.0
170051,6483,2016-04-20 04:00:00,0,-1.0
170052,6483,2016-04-20 05:00:00,0,-1.0
170053,6483,2016-04-20 06:00:00,0,-1.0
170054,6483,2016-04-20 07:00:00,0,-1.0
170055,6483,2016-04-20 08:00:00,0,-1.0
170056,6483,2016-04-20 09:00:00,0,-1.0
170057,6483,2016-04-20 10:00:00,0,-1.0
170058,6483,2016-04-20 11:00:00,0,-1.0
170059,6483,2016-04-20 12:00:00,0,-1.0
170060,6483,2016-04-20 13:00:00,0,-1.0
170061,6483,2016-04-20 14:00:00,0,-1.0
170062,6560,2016-05-14 19:00:00,0,-1.0
170063,6560,2016-05-14 20:00:00,0,-1.0
170064,6560,2016-05-14 21:00:00,0,-1.0
170065,6560,2016-05-14 22:00:00,0,-1.0
170066,6560,2016-05-14 23:00:00,0,-1.0
170067,6560,2016-05-15 00:00:00,0,-1.0
170068,6560,2016-05-15 01:00:00,0,-1.0
170069,6560,2016-05-15 02:00:00,0,-1.0
170070,6560,2016-05-15 03:00:00,0,-1.0
170071,6560,2016-05-15 04:00:00,0,-1.0
170072,6560,2016-05-15 05:00:00,0,-1.0
170073,6560,2016-05-15 06:00:00,0,-1.0
170074,6560,2016-05-15 07:00:00,0,-1.0
170075,6560,2016-05-15 08:00:00,0,-1.0
170076,6560,2016-05-15 09:00:00,0,-1.0
170077,6560,2016-05-15 10:00:00,0,-1.0
170078,6560,2016-05-15 11:00:00,0,-1.0
170079,6560,2016-05-15 12:00:00,0,-1.0
170080,6560,2016-05-15 13:00:00,0,-1.0
170081,6560,2016-05-15 14:00:00,0,-1.0
170082,6560,2016-05-15 15:00:00,0,-1.0
170083,6560,2016-05-15 16:00:00,0,-1.0
170084,6560,2016-05-15 17:00:00,0,-1.0
170085,6560,2016-05-15 18:00:00,0,-1.0
170086,6560,2016-05-15 19:00:00,0,-1.0
170087,6560,2016-05-15 20:00:00,0,-1.0
170088,6560,2016-05-15 21:00:00,0,-1.0
170089,6560,2016-05-15 22:00:00,0,-1.0
170090,6560,2016-05-15 23:00:00,0,-1.0
170091,6560,2016-05-16 00:00:00,0,-1.0
170092,6560,2016-05-16 01:00:00,0,-1.0
170093,6560,2016-05-16 02:00:00,0,-1.0
170094,6560,2016-05-16 03:00:00,0,-1.0
170095,6560,2016-05-16 04:00:00,0,-1.0
170096,6560,2016-05-16 05:00:00,0,-1.0
170097,6560,2016-05-16 06:00:00,0,-1.0
170098,6560,2016-05-16 07:00:00,0,-1.0
170099,6560,2016-05-16 08:00:00,0,-1.0
170100,6560,2016-05-16 09:00:00,0,-1.0
170101,6560,2016-05-16 10:00:00,0,-1.0
170102,6560,2016-05-16 11:00:00,0,-1.0
170103,6560,2016-05-16 12:00:00,0,-1.0
170104,6560,2016-05-16 13:00:00,0,-1.0
170105,6560,2016-05-16 14:00:00,0,-1.0
170106,6560,2016-05-16 15:00:00,0,-1.0
170107,6560,2016-05-16 16:00:00,0,-1.0
170108,6560,2016-05-16 17:00:00,0,-1.0
170109,6560,2016-05-16 18:00:00,0,-1.0
170110,6560,2016-05-16 19:00:00,0,-1.0
170111,6560,2016-05-16 20:00:00,0,-1.0
170112,6560,2016-05-16 21:00:00,0,-1.0
170113,6560,2016-05-16 22:00:00,0,-1.0
170114,6560,2016-05-16 23:00:00,0,-1.0
170115,6560,2016-05-17 00:00:00,0,-1.0
170116,6560,2016-05-17 01:00:00,0,-1.0
170117,6560,2016-05-17 02:00:00,0,-1.0
170118,6560,2016-05-17 03:00:00,0,-1.0
170119,6560,2016-05-17 04:00:00,0,-1.0
170120,6560,2016-05-17 05:00:00,0,-1.0
170121,6560,2016-05-17 06:00:00,0,-1.0
170122,6560,2016-05-17 07:00:00,0,-1.0
170123,6560,2016-05-17 08:00:00,0,-1.0
170124,6560,2016-05-17 09:00:00,0,-1.0
170125,6560,2016-05-17 15:00:00,0,-1.0
170126,6560,2016-05-17 16:00:00,0,-1.0
170127,6560,2016-05-17 17:00:00,0,-1.0
170128,6560,2016-05-17 18:00:00,0,-1.0
170129,6560,2016-05-17 19:00:00,0,-1.0
170130,6560,2016-05-17 20:00:00,0,-1.0
170131,6560,2016-05-17 21:00:00,0,-1.0
170132,6560,2016-05-17 22:00:00,0,-1.0
170133,6560,2016-05-17 23:00:00,0,-1.0
170134,6560,2016-05-18 00:00:00,0,-1.0
170135,6560,2016-05-18 01:00:00,0,-1.0
170136,6560,2016-05-18 02:00:00,0,-1.0
170137,6560,2016-05-18 03:00:00,0,-1.0
170138,6560,2016-05-18 04:00:00,0,-1.0
170139,6560,2016-05-18 05:00:00,0,-1.0
170140,6560,2016-05-18 06:00:00,0,-1.0
170141,6560,2016-05-18 07:00:00,0,-1.0
170142,6560,2016-05-18 08:00:00,0,-1.0
170143,6560,2016-05-18 09:00:00,0,-1.0
