,hnum,date,flare_type,H_till_flare
110000,4321,2014-07-03 20:00:00,1,229.8333333333333
110001,4321,2014-07-03 21:00:00,1,228.8333333333333
110002,4321,2014-07-03 22:00:00,1,227.8333333333333
110003,4321,2014-07-03 23:00:00,1,226.8333333333333
110004,4321,2014-07-04 00:00:00,1,225.8333333333333
110005,4321,2014-07-04 01:00:00,1,224.8333333333333
110006,4321,2014-07-04 02:00:00,1,223.8333333333333
110007,4321,2014-07-04 03:00:00,1,222.8333333333333
110008,4321,2014-07-04 04:00:00,1,221.8333333333333
110009,4321,2014-07-04 05:00:00,1,220.8333333333333
110010,4321,2014-07-04 06:00:00,1,219.8333333333333
110011,4321,2014-07-04 07:00:00,1,218.8333333333333
110012,4321,2014-07-04 08:00:00,1,217.8333333333333
110013,4321,2014-07-04 09:00:00,1,216.8333333333333
110014,4321,2014-07-04 10:00:00,1,215.8333333333333
110015,4321,2014-07-04 11:00:00,1,214.8333333333333
110016,4321,2014-07-04 12:00:00,1,213.8333333333333
110017,4321,2014-07-04 13:00:00,1,212.8333333333333
110018,4321,2014-07-04 14:00:00,1,211.8333333333333
110019,4321,2014-07-04 15:00:00,1,210.8333333333333
110020,4321,2014-07-04 16:00:00,1,209.8333333333333
110021,4321,2014-07-04 17:00:00,1,208.8333333333333
110022,4321,2014-07-04 18:00:00,1,207.8333333333333
110023,4321,2014-07-04 19:00:00,1,206.8333333333333
110024,4321,2014-07-04 20:00:00,1,205.8333333333333
110025,4321,2014-07-04 21:00:00,1,204.8333333333333
110026,4321,2014-07-04 22:00:00,1,203.8333333333333
110027,4321,2014-07-04 23:00:00,1,202.8333333333333
110028,4321,2014-07-05 00:00:00,1,201.8333333333333
110029,4321,2014-07-05 01:00:00,1,200.8333333333333
110030,4321,2014-07-05 02:00:00,1,199.8333333333333
110031,4321,2014-07-05 03:00:00,1,198.8333333333333
110032,4321,2014-07-05 04:00:00,1,197.8333333333333
110033,4321,2014-07-05 05:00:00,1,196.8333333333333
110034,4321,2014-07-05 06:00:00,1,195.8333333333333
