,hnum,date,flare_type,H_till_flare
120000,1578,2012-04-22 23:00:00,1,61.11666666666667
120001,1578,2012-04-23 00:00:00,1,60.11666666666667
120002,1578,2012-04-23 01:00:00,1,59.11666666666667
120003,1578,2012-04-23 02:00:00,1,58.11666666666667
120004,1578,2012-04-23 03:00:00,1,57.11666666666667
120005,1578,2012-04-23 04:00:00,1,56.11666666666667
120006,1578,2012-04-23 05:00:00,1,55.11666666666667
120007,1578,2012-04-23 06:00:00,1,54.11666666666667
120008,1578,2012-04-23 07:00:00,1,53.11666666666667
120009,1578,2012-04-23 08:00:00,1,52.11666666666667
120010,1578,2012-04-23 09:00:00,1,51.11666666666667
120011,1578,2012-04-23 10:00:00,1,50.11666666666667
120012,1578,2012-04-23 11:00:00,1,49.11666666666667
120013,1578,2012-04-23 12:00:00,1,48.11666666666667
120014,1578,2012-04-23 13:00:00,1,47.11666666666667
120015,1578,2012-04-23 14:00:00,1,46.11666666666667
120016,1578,2012-04-23 15:00:00,1,45.11666666666667
120017,1578,2012-04-23 16:00:00,1,44.11666666666667
120018,1578,2012-04-23 17:00:00,1,43.11666666666667
120019,1578,2012-04-23 18:00:00,1,42.11666666666667
120020,1578,2012-04-23 19:00:00,1,41.11666666666667
120021,1578,2012-04-23 20:00:00,1,40.11666666666667
120022,1578,2012-04-23 21:00:00,1,39.11666666666667
120023,1578,2012-04-23 22:00:00,1,38.11666666666667
120024,1578,2012-04-23 23:00:00,1,37.11666666666667
120025,1578,2012-04-24 00:00:00,1,36.11666666666667
120026,1578,2012-04-24 01:00:00,1,35.11666666666667
120027,1578,2012-04-24 02:00:00,1,34.11666666666667
120028,1578,2012-04-24 03:00:00,1,33.11666666666667
120029,1578,2012-04-24 04:00:00,1,32.11666666666667
120030,1578,2012-04-24 05:00:00,1,31.11666666666667
120031,1578,2012-04-24 06:00:00,1,30.11666666666667
120032,1578,2012-04-24 07:00:00,1,29.11666666666667
120033,1578,2012-04-24 08:00:00,1,28.11666666666667
120034,1578,2012-04-24 09:00:00,1,27.11666666666667
120035,1578,2012-04-24 10:00:00,1,26.11666666666667
120036,1578,2012-04-24 11:00:00,1,25.11666666666667
120037,1578,2012-04-24 12:00:00,1,24.11666666666667
120038,1578,2012-04-24 13:00:00,1,23.11666666666667
120039,1578,2012-04-24 14:00:00,1,22.11666666666667
120040,1578,2012-04-24 15:00:00,1,21.116666666666667
120041,1578,2012-04-24 16:00:00,1,20.116666666666667
120042,1578,2012-04-24 17:00:00,1,19.116666666666667
120043,1578,2012-04-24 18:00:00,1,18.116666666666667
120044,1578,2012-04-24 19:00:00,1,17.116666666666667
120045,1578,2012-04-24 20:00:00,1,16.116666666666667
120046,1578,2012-04-24 21:00:00,1,15.116666666666667
120047,1578,2012-04-24 22:00:00,1,14.116666666666667
120048,1578,2012-04-24 23:00:00,1,13.116666666666667
120049,1578,2012-04-25 00:00:00,1,12.116666666666667
120050,1578,2012-04-25 01:00:00,1,11.116666666666667
120051,1578,2012-04-25 02:00:00,1,10.116666666666667
120052,1578,2012-04-25 03:00:00,1,9.116666666666667
120053,1578,2012-04-25 04:00:00,1,8.116666666666667
120054,1578,2012-04-25 05:00:00,1,7.116666666666666
120055,1578,2012-04-25 06:00:00,1,6.116666666666666
120056,1578,2012-04-25 07:00:00,1,5.116666666666666
120057,1578,2012-04-25 08:00:00,1,4.116666666666666
120058,1578,2012-04-25 09:00:00,1,3.1166666666666667
120059,1578,2012-04-25 10:00:00,1,2.1166666666666667
120060,1578,2012-04-25 11:00:00,1,1.1166666666666667
120061,1578,2012-04-25 12:00:00,1,0.1166666666666666
120062,1578,2012-04-25 13:00:00,0,-1.0
120063,1578,2012-04-25 14:00:00,0,-1.0
120064,1578,2012-04-25 15:00:00,0,-1.0
120065,1578,2012-04-25 16:00:00,0,-1.0
120066,1578,2012-04-25 17:00:00,0,-1.0
120067,1578,2012-04-25 18:00:00,0,-1.0
120068,1578,2012-04-25 19:00:00,0,-1.0
120069,1578,2012-04-25 20:00:00,0,-1.0
120070,1578,2012-04-25 21:00:00,0,-1.0
120071,1578,2012-04-25 22:00:00,0,-1.0
120072,1578,2012-04-25 23:00:00,0,-1.0
120073,1578,2012-04-26 00:00:00,0,-1.0
120074,1578,2012-04-26 01:00:00,0,-1.0
120075,1578,2012-04-26 02:00:00,0,-1.0
120076,1578,2012-04-26 03:00:00,0,-1.0
120077,1578,2012-04-26 04:00:00,0,-1.0
120078,1578,2012-04-26 06:00:00,0,-1.0
120079,1578,2012-04-26 07:00:00,0,-1.0
120080,1578,2012-04-26 08:00:00,0,-1.0
120081,1578,2012-04-26 09:00:00,0,-1.0
120082,1578,2012-04-26 10:00:00,0,-1.0
120083,1578,2012-04-26 11:00:00,0,-1.0
120084,1578,2012-04-26 12:00:00,0,-1.0
120085,1578,2012-04-26 13:00:00,0,-1.0
120086,2809,2013-05-28 23:00:00,1,23.5
120087,2809,2013-05-29 01:00:00,1,21.5
120088,2809,2013-05-29 02:00:00,1,20.5
120089,2809,2013-05-29 03:00:00,1,19.5
120090,2809,2013-05-29 04:00:00,1,18.5
120091,2809,2013-05-29 05:00:00,1,17.5
120092,2809,2013-05-29 06:00:00,1,16.5
120093,2809,2013-05-29 07:00:00,1,15.5
120094,2809,2013-05-29 08:00:00,1,14.5
120095,2809,2013-05-29 09:00:00,1,13.5
120096,2809,2013-05-29 10:00:00,1,12.5
120097,2809,2013-05-29 11:00:00,1,11.5
120098,2809,2013-05-29 12:00:00,1,10.5
120099,2809,2013-05-29 13:00:00,1,9.5
120100,2809,2013-05-29 14:00:00,1,8.5
120101,2809,2013-05-29 15:00:00,1,7.5
120102,2809,2013-05-29 16:00:00,1,6.5
120103,2809,2013-05-29 17:00:00,1,5.5
120104,2809,2013-05-29 18:00:00,1,4.5
120105,2809,2013-05-29 19:00:00,1,3.5
120106,2809,2013-05-29 20:00:00,1,2.5
120107,2809,2013-05-29 21:00:00,1,1.5
120108,2809,2013-05-29 22:00:00,1,0.5
120109,2809,2013-05-29 23:00:00,2,44.86666666666667
120110,2809,2013-05-30 00:00:00,2,43.86666666666667
120111,2809,2013-05-30 01:00:00,2,42.86666666666667
120112,2809,2013-05-30 02:00:00,2,41.86666666666667
120113,2809,2013-05-30 03:00:00,2,40.86666666666667
120114,2809,2013-05-30 04:00:00,2,39.86666666666667
120115,2809,2013-05-30 05:00:00,2,38.86666666666667
120116,2809,2013-05-30 06:00:00,2,37.86666666666667
120117,2809,2013-05-30 07:00:00,2,36.86666666666667
120118,2809,2013-05-30 08:00:00,2,35.86666666666667
120119,2809,2013-05-30 09:00:00,2,34.86666666666667
120120,2809,2013-05-30 10:00:00,2,33.86666666666667
120121,2809,2013-05-30 11:00:00,2,32.86666666666667
120122,2809,2013-05-30 12:00:00,2,31.86666666666667
